Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_income
LP001109,1,1,0,1,0,360.0,0.0,2,0,4.605170185988092,3158.0
LP002318,0,0,1,0,1,360.0,1.0,1,0,4.127134385045092,3867.0
LP002473,1,1,0,1,0,360.0,1.0,1,0,5.075173815233827,8334.0
LP002500,1,1,3,0,0,180.0,0.0,2,0,4.248495242049359,4611.0
LP001451,1,1,1,1,1,180.0,0.0,2,0,5.075173815233827,14363.0
LP001702,1,0,0,1,0,360.0,1.0,1,0,4.844187086458591,3418.0
LP001109,1,1,0,1,0,360.0,0.0,2,0,4.605170185988092,3158.0
LP001673,1,0,0,1,1,360.0,1.0,2,0,4.418840607796598,11000.0
LP002444,1,0,1,0,1,360.0,1.0,1,0,5.247024072160486,4311.0
LP002224,1,0,0,1,0,480.0,1.0,2,0,4.2626798770413155,3069.0
LP001910,1,0,1,0,1,360.0,0.0,2,0,5.062595033026967,6479.0
LP001451,1,1,1,1,1,180.0,0.0,2,0,5.075173815233827,14363.0
LP002729,1,0,1,1,0,360.0,1.0,1,0,5.278114659230517,11250.0
LP001047,1,1,0,0,0,360.0,0.0,1,0,4.7535901911063645,4511.0
LP002161,0,0,1,1,0,360.0,1.0,1,0,4.394449154672439,4723.0
LP001800,1,1,1,0,0,180.0,1.0,2,0,4.941642422609304,4493.0
LP001859,1,1,0,1,0,360.0,1.0,0,0,5.717027701406222,16783.0
LP001864,1,1,3,0,0,360.0,1.0,1,0,4.852030263919617,4931.0
LP001579,1,0,0,1,0,480.0,0.0,1,0,4.143134726391533,2237.0
LP002142,0,1,0,1,1,360.0,0.0,0,0,4.653960350157523,5500.0
LP001036,0,0,0,1,0,360.0,0.0,2,0,4.330733340286331,3510.0
LP002473,1,1,0,1,0,360.0,1.0,1,0,5.075173815233827,8334.0
LP002205,1,0,1,1,0,180.0,0.0,2,0,4.709530201312334,5049.0
LP002448,1,1,0,1,0,360.0,0.0,0,0,5.003946305945459,5681.0
LP002448,1,1,0,1,0,360.0,0.0,0,0,5.003946305945459,5681.0
LP001859,1,1,0,1,0,360.0,1.0,0,0,5.717027701406222,16783.0
LP002116,0,0,0,1,0,360.0,1.0,0,0,3.828641396489095,2378.0
LP002926,1,1,2,1,1,360.0,0.0,1,0,4.663439094112067,2726.0
LP002318,0,0,1,0,1,360.0,1.0,1,0,4.127134385045092,3867.0
LP001586,1,1,3,0,0,180.0,1.0,0,0,4.394449154672439,3522.0
LP001938,1,1,2,1,0,360.0,0.0,1,0,4.844187086458591,4400.0
LP001029,1,0,0,1,0,360.0,1.0,0,0,4.736198448394496,4693.0
LP001109,1,1,0,1,0,360.0,0.0,2,0,4.605170185988092,3158.0
LP001029,1,0,0,1,0,360.0,1.0,0,0,4.736198448394496,4693.0
LP002067,1,1,1,1,1,360.0,0.0,0,0,5.929589143389895,13649.0
LP002296,1,0,0,0,0,300.0,1.0,0,0,4.174387269895637,2755.0
LP002863,1,1,3,1,0,360.0,1.0,1,0,5.0106352940962555,6406.0
LP002403,1,0,0,1,1,360.0,0.0,2,0,5.231108616854587,10416.0
LP001273,1,1,0,1,0,360.0,1.0,1,0,5.579729825986222,8250.0
LP002847,1,1,0,1,0,360.0,0.0,2,0,5.10594547390058,6567.0
LP001036,0,0,0,1,0,360.0,0.0,2,0,4.330733340286331,3510.0
LP001870,0,0,1,1,0,36.0,1.0,1,0,5.043425116919247,3481.0
LP002315,1,1,1,1,0,300.0,0.0,1,0,5.0238805208462765,8300.0
LP002236,1,1,2,1,0,360.0,1.0,2,0,4.605170185988092,4566.0
LP001864,1,1,3,0,0,360.0,1.0,1,0,4.852030263919617,4931.0
LP002301,0,0,0,1,1,360.0,1.0,0,0,5.267858159063328,7441.0
LP001207,1,1,0,0,1,180.0,0.0,0,0,5.10594547390058,6058.0
LP002847,1,1,0,1,0,360.0,0.0,2,0,5.10594547390058,6567.0
LP001945,0,0,0,1,0,480.0,0.0,2,0,4.962844630259907,5417.0
LP001267,0,1,2,1,0,360.0,1.0,2,0,5.117993812416755,3259.0
LP001786,1,1,0,1,0,360.0,1.0,2,0,5.541263545158426,5746.0
LP002556,1,0,0,1,0,360.0,1.0,2,0,4.31748811353631,2435.0
LP001859,1,1,0,1,0,360.0,1.0,0,0,5.717027701406222,16783.0
LP001255,1,0,0,1,0,480.0,1.0,2,0,4.727387818712341,3750.0
LP001722,1,1,0,1,0,360.0,1.0,0,0,4.90527477843843,1950.0
LP001146,0,1,0,1,0,360.0,0.0,2,0,4.787491742782046,6085.0
LP002493,1,0,0,1,0,360.0,0.0,1,0,4.584967478670572,4166.0
LP002556,1,0,0,1,0,360.0,1.0,2,0,4.31748811353631,2435.0
LP001451,1,1,1,1,1,180.0,0.0,2,0,5.075173815233827,14363.0
LP002729,1,0,1,1,0,360.0,1.0,1,0,5.278114659230517,11250.0
LP002315,1,1,1,1,0,300.0,0.0,1,0,5.0238805208462765,8300.0
LP002379,1,0,0,1,0,360.0,0.0,0,0,4.653960350157523,6500.0
LP002739,1,1,0,0,0,360.0,1.0,0,0,4.189654742026425,3453.0
LP002024,1,1,0,1,0,360.0,1.0,0,0,5.0689042022202315,4316.0
LP001263,1,1,3,1,0,300.0,0.0,1,0,5.19295685089021,7167.0
LP001754,1,1,0,0,1,360.0,1.0,2,0,4.927253685157205,4735.0
LP002318,0,0,1,0,1,360.0,1.0,1,0,4.127134385045092,3867.0
LP002652,1,0,0,1,0,360.0,1.0,0,0,5.739792912179234,9481.0
LP001003,1,1,1,1,0,360.0,1.0,0,0,4.852030263919617,6091.0
LP002024,1,1,0,1,0,360.0,1.0,0,0,5.0689042022202315,4316.0
LP001256,1,0,0,1,0,360.0,1.0,2,0,5.170483995038151,8500.0
LP001722,1,1,0,1,0,360.0,1.0,0,0,4.90527477843843,1950.0
LP001207,1,1,0,0,1,180.0,0.0,0,0,5.10594547390058,6058.0
LP001256,1,0,0,1,0,360.0,1.0,2,0,5.170483995038151,8500.0
LP001052,1,1,1,1,0,360.0,1.0,1,0,5.017279836814924,6642.0
LP001489,0,1,0,1,0,360.0,1.0,0,0,4.430816798843313,4583.0
LP001197,1,1,0,1,0,360.0,1.0,0,0,4.90527477843843,5566.0
LP002130,1,1,0,0,0,360.0,0.0,0,0,5.0238805208462765,6753.0
LP002296,1,0,0,0,0,300.0,1.0,0,0,4.174387269895637,2755.0
LP001488,1,1,3,1,0,360.0,1.0,1,0,5.66988092298052,11750.0
LP001241,0,0,0,1,0,360.0,0.0,1,0,4.912654885736052,4300.0
LP002446,1,1,2,0,0,360.0,0.0,0,0,4.8283137373023015,3564.0
LP002500,1,1,3,0,0,180.0,0.0,2,0,4.248495242049359,4611.0
LP001273,1,1,0,1,0,360.0,1.0,1,0,5.579729825986222,8250.0
LP002140,1,0,0,1,0,360.0,1.0,0,0,5.730099782973574,12917.0
LP001492,1,0,0,1,0,360.0,0.0,1,0,5.488937726156687,14999.0
LP001854,1,1,3,1,0,360.0,1.0,2,0,4.543294782270004,5250.0
LP001493,1,1,2,0,0,360.0,1.0,0,0,4.859812404361672,5630.0
LP001036,0,0,0,1,0,360.0,0.0,2,0,4.330733340286331,3510.0
LP002181,1,0,0,0,0,360.0,1.0,0,0,4.890349128221754,6216.0
LP002684,0,0,0,0,0,360.0,1.0,0,0,4.553876891600541,3400.0
LP002729,1,0,1,1,0,360.0,1.0,1,0,5.278114659230517,11250.0
LP002841,1,1,0,1,0,360.0,0.0,2,0,4.6443908991413725,5230.0
LP001222,0,0,0,1,0,360.0,0.0,1,0,4.7535901911063645,4166.0
LP001531,1,0,0,1,0,360.0,1.0,2,0,5.497168225293202,9166.0
LP002500,1,1,3,0,0,180.0,0.0,2,0,4.248495242049359,4611.0
LP001565,1,1,1,1,0,360.0,0.0,1,0,4.795790545596741,4369.0
LP002403,1,0,0,1,1,360.0,0.0,2,0,5.231108616854587,10416.0
LP001052,1,1,1,1,0,360.0,1.0,1,0,5.017279836814924,6642.0
LP002723,1,0,2,1,0,360.0,0.0,0,0,4.700480365792417,3588.0
LP002911,1,1,1,1,0,360.0,0.0,0,0,4.983606621708336,4704.0
LP002941,1,1,2,0,1,360.0,1.0,0,0,5.231108616854587,7383.0
LP002832,1,1,2,1,0,360.0,0.0,2,0,5.552959584921617,8799.0
LP002067,1,1,1,1,1,360.0,0.0,0,0,5.929589143389895,13649.0
LP002328,1,1,0,0,0,360.0,0.0,0,0,5.384495062789089,6096.0
LP001800,1,1,1,0,0,180.0,1.0,2,0,4.941642422609304,4493.0
LP002224,1,0,0,1,0,480.0,1.0,2,0,4.2626798770413155,3069.0
LP001800,1,1,1,0,0,180.0,1.0,2,0,4.941642422609304,4493.0
LP001910,1,0,1,0,1,360.0,0.0,2,0,5.062595033026967,6479.0
LP002435,1,1,0,1,0,360.0,1.0,0,0,4.007333185232471,4915.0
LP002739,1,1,0,0,0,360.0,1.0,0,0,4.189654742026425,3453.0
LP002637,1,0,0,0,0,360.0,1.0,0,0,4.605170185988092,4885.0
LP001250,1,1,3,0,0,360.0,0.0,1,0,4.553876891600541,4755.0
LP002443,1,1,2,1,0,360.0,0.0,0,0,5.0106352940962555,5050.0
LP001673,1,0,0,1,1,360.0,1.0,2,0,4.418840607796598,11000.0
LP001488,1,1,3,1,0,360.0,1.0,1,0,5.66988092298052,11750.0
LP001586,1,1,3,0,0,180.0,1.0,0,0,4.394449154672439,3522.0
LP001488,1,1,3,1,0,360.0,1.0,1,0,5.66988092298052,11750.0
LP002448,1,1,0,1,0,360.0,0.0,0,0,5.003946305945459,5681.0
